assembly_fullID_updated,Y1000+_ID,NEW_Tip_ID,Order,Species,Strain_Sequenced,NRRL,CBS,Other,CTH,Total_length,Number_contigs,GC,N50,Ns_per_100_kbp,#_BUSCOs,Complete,Single,Duplicated,Fragmented,Missing,Type strain,Type Species,Y1000+ Project,Genome_Acc,Reads_Acc,Citation Number Reference,Reference,Citation number for Related Pub,Related_Prior_Pub
yHMPu5000038031_Yamadazyma_olivae_SPADES,yHMPu5000038031,Yamadazyma_olivae,Serinales,Yamadazyma olivae,CBS 11171,NA,CBS 11171,FJ715430,NA,11318153,73,35.21,443853,0,2121,99.25%,99.06%,0.19%,0.14%,0.61%,Yes,No,Yes,JAJLZD000000000,SRR16988658,,New Y1000+, ,
yHMPu5000040908_yamadazyma_paraphyllophila_201018,yHMPu5000040908,Yamadazyma_paraphyllophila,Serinales,Yamadazyma paraphyllophila,CBS 9928,NA,CBS 9928,NA,NA,11197290,83,40.92,449094,6.37,2118,99.11%,98.92%,0.19%,0.33%,0.56%,Yes,No,Yes,JAJMJO000000000,SRR16988952,,New Y1000+, ,
yHMPu5000038030_yamadazyma_phyllophila_170912,yHMPu5000038030,Yamadazyma_phyllophila,Serinales,Yamadazyma phyllophila,CBS 12572,NA,CBS 12572,NA,NA,11311091,138,41.65,435547,1.26,2122,99.30%,98.92%,0.37%,0.28%,0.42%,Yes,No,Yes,JAJLZE000000000,SRR16988659,,New Y1000+, ,
yHMPu5000038029_Yamadazyma_siamensis_SPADES,yHMPu5000038029,Yamadazyma_siamensis,Serinales,Yamadazyma siamensis,CBS 12573,NA,CBS 12573,AB734046,NA,12271846,615,44.62,360749,7.55,2118,99.11%,98.60%,0.51%,0.14%,0.75%,Yes,No,Yes,JAKTTO000000000,SRR16988660,,New Y1000+, ,
yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR,yHMH685,Yamadazyma_sp._yHMH685,Serinales,Yamadazyma sp.,yHMH685,NA,NA,NA,yHMH685,11300687,66,42.44,1552355,2.65,2119,99.16%,98.92%,0.23%,0.23%,0.61%,Novel sp.,No,Yes,JAJLXC000000000,SRR16974391,,New Y1000+, ,
yHMH393_Yamadazyma_sp_nov_plate33_MASURCA,yHMH393,Yamadazyma_sp._yHMH393,Serinales,Yamadazyma sp.,yHMH393,NA,NA,NA,yHMH393,11727112,84,44.48,462430,7.49,2088,97.71%,95.04%,2.67%,0.37%,1.92%,Novel sp.,No,Yes,JAKTSP000000000,SRR16974484,,New Y1000+, ,
yHKB15_Yamadazyma_sp_nov_plate33_SPADES,yHKB15,Yamadazyma_sp._yHKB15,Serinales,Yamadazyma sp.,yHKB15,NA,NA,NA,yHKB15,11465641,252,32.07,481000,2.71,2116,99.02%,98.78%,0.23%,0.28%,0.70%,Novel sp.,No,Yes,JANIWS000000000,SRR16974495,,New Y1000+, ,
yHKS699_Yamadazyma_sp_nov_plate33_SPADES,yHKS699,Yamadazyma_sp._yHKS699,Serinales,Yamadazyma sp.,yHKS699,NA,NA,NA,yHKS699,11275559,151,43.55,249101,4.51,2115,98.97%,98.78%,0.19%,0.42%,0.61%,Novel sp.,No,Yes,JAKTSQ000000000,SRR16974486,,New Y1000+, ,
yHMPu5000038028_yamadazyma_takamatsuzukensis_170912,yHMPu5000038028,Yamadazyma_takamatsuzukensis,Serinales,Yamadazyma takamatsuzukensis,NBRC 104391,NA,CBS 10916,"NBRC 104391, AB365470",NA,10802592,313,36.43,332482,0,2123,99.34%,99.11%,0.23%,0.23%,0.42%,Yes,No,Yes,JAJLZF000000000,SRR16988661,,New Y1000+, ,
yHMPu5000035642_yamadazyma_triangularis_170307,yHMPu5000035642,Yamadazyma_triangularis,Serinales,Yamadazyma triangularis,NRRL Y-5714,NRRL Y-5714,CBS 4094,NA,NA,20957609,241,33.83,178240,67.76,2121,99.25%,8.28%,90.97%,0.09%,0.66%,Yes,No,Yes,JAJMEC000000000,SRR16988991,,New Y1000+, ,
yHMPu5000038076_Candida_tumulicola_SPADES,yHMPu5000038076,Yamadazyma_tumulicola,Serinales,Yamadazyma tumulicola,NBRC 104392,NA,CBS 10917,NBRC 104392; AB365463,NA,11372571,262,41.45,315400,0,2113,98.88%,98.60%,0.28%,0.37%,0.75%,Yes,No,Yes,JAJMSJ000000000,SRR16989207,,New Y1000+, ,
yHMPu5000038026_yamadazyma_ubonensis_170912,yHMPu5000038026,Yamadazyma_ubonensis,Serinales,Yamadazyma ubonensis,CBS 12859,NA,CBS 12859,NA,NA,11269958,123,36.92,729635,3.17,2118,99.11%,98.83%,0.28%,0.23%,0.66%,Yes,No,Yes,JAJLZG000000000,SRR16988663,,New Y1000+, ,
yHMPu5000035636_candida_alimentaria_201018,yHMPu5000035636,Yarrowia_alimentaria,Dipodascales,Yarrowia alimentaria,NRRL Y-48253,NRRL Y-48253,CBS 10151,NA,NA,19605280,884,49.33,49046,0.2,2028,94.90%,94.57%,0.33%,2.06%,3.04%,Yes,No,Yes,JAKTVS000000000,SRR16989091,,New Y1000+, ,
yHMPu5000037212_Yarrowia_brassicae_SPADES,yHMPu5000037212,Yarrowia_brassicae,Dipodascales,Yarrowia brassicae,CBS 15225,NA,CBS 15225,NA,NA,20948061,408,50.31,135008,5.82,2046,95.74%,95.23%,0.51%,1.45%,2.81%,Yes,No,Yes,JAJMCE000000000,SRR16988803,,New Y1000+, ,
yHMPu5000035644_yarrowia_deformans_180604,yHMPu5000035644,Yarrowia_deformans,Dipodascales,Yarrowia deformans,NRRL Y-321,NRRL Y-321,CBS 2071,NA,NA,20753590,426,50.35,147238,3.84,2039,95.41%,94.90%,0.51%,1.92%,2.67%,Yes,No,Yes,JANJPI000000000,SRR16988989,,New Y1000+, ,
yHMPu5000035635_candida_galli_170307,yHMPu5000035635,Yarrowia_galli,Dipodascales,Yarrowia galli,CBS 9722,NA,CBS 9722,NA,NA,22683400,482,49.28,128601,0.52,2036,95.27%,94.85%,0.42%,1.82%,2.90%,Yes,No,Yes,JANIVS000000000,SRR16989102,,New Y1000+, ,
yHMPu5000035632_candida_hollandica_170307,yHMPu5000035632,Yarrowia_hollandica,Dipodascales,Yarrowia hollandica,NRRL Y-48254,NRRL Y-48254,CBS 4855,NA,NA,19729159,371,48.13,108564,1.81,2037,95.32%,94.99%,0.33%,1.97%,2.71%,Yes,No,Yes,JAJMEF000000000,SRR16989152,,New Y1000+, ,
yHMPu5000035646_yarrowia_keelungensis_170307,yHMPu5000035646,Yarrowia_keelungensis,Dipodascales,Yarrowia keelungensis,CBS 11062,NRRL Y-63742,CBS 11062,NA,NA,21900991,475,48.24,205271,3.26,2040,95.46%,95.09%,0.37%,1.97%,2.57%,Yes,No,Yes,JAKTVR000000000,SRR16988988,,New Y1000+, ,
yHMPu5000035647_yarrowia_lipolytica_160519.haplomerger2,yHMPu5000035647,Yarrowia_lipolytica_NRRL_YB-423,Dipodascales,Yarrowia lipolytica,NRRL YB-423,NRRL YB-423,CBS 6124,NA,NA,20372207,437,48.96,100973,26.61,2051,95.98%,95.69%,0.28%,1.64%,2.39%,Yes,Yes,Yes,JAKTVQ000000000,SRR16988987,,New Y1000+, ,
yHMPu5000035631_candida_oslonensis_190924,yHMPu5000035631,Yarrowia_osloensis,Dipodascales,Yarrowia osloensis,NRRL Y-48252,NRRL Y-48252,CBS 10146,NA,NA,22974585,536,50.94,104499,43.53,2023,94.67%,94.34%,0.33%,2.34%,2.99%,Yes,No,Yes,JAJMEG000000000,SRR16989163,,New Y1000+, ,
yHMPu5000035630_candida_phangngaensis_170307,yHMPu5000035630,Yarrowia_phangngaensis,Dipodascales,Yarrowia phangngaensis,NRRL Y- 63743,NRRL Y- 63743,CBS 10407,NA,NA,16254334,436,43.42,101610,47.37,2022,94.62%,94.20%,0.42%,2.11%,3.28%,Yes,No,Yes,JAKTVT000000000,SRR16988837,,New Y1000+, ,
yHMPu5000035648_yarrowia_porcina_170307,yHMPu5000035648,Yarrowia_porcina,Dipodascales,Yarrowia porcina,NRRL Y-63669,NRRL Y-63669,CBS 12935,NA,NA,30004044,887,44.37,86258,38.99,2031,95.04%,94.53%,0.51%,1.78%,3.18%,Yes,No,Yes,JAJMEB000000000,SRR16988986,,New Y1000+, ,
yHMPu5000035649_yarrowia_yakushimensis_170307,yHMPu5000035649,Yarrowia_yakushimensis,Dipodascales,Yarrowia yakushimensis,CBS 10254,NRRL Y-63751,CBS 10254,AM268474,NA,18822244,218,48.25,211790,7.99,2036,95.27%,94.90%,0.37%,1.87%,2.85%,Yes,No,Yes,JAKTVP000000000,SRR16988985,,New Y1000+, ,
yHMPu5000037257_zygoascus_biomembranicola_210210,yHMPu5000037257,Zygoascus_biomembranicola,Dipodascales,Zygoascus biomembranicola,CBS 14157,NA,CBS 14157,NA,NA,11318774,63,46.01,635312,3.57,1980,92.65%,92.19%,0.47%,3.18%,4.16%,Yes,No,Yes,JAKTUV000000000,SRR16988759,,New Y1000+, ,
yHDO588_Zygoascus_bituminiphia_SPADES,yHDO588,Zygoascus_bituminiphia,Dipodascales,Zygoascus bituminiphia,CBS 8813,NA,CBS 8813,NA,yHDO588,12087716,145,43.86,507248,12.12,1995,93.36%,92.79%,0.56%,2.71%,3.93%,Yes,No,Yes,JANIWT000000000,SRR16974547,,New Y1000+, ,
yHMPu5000037232_zygoascus_flipseniorum_210210,yHMPu5000037232,Zygoascus_flipseniorum,Dipodascales,Zygoascus flipseniorum,CBS 14876,NA,CBS 14876,NA,NA,11291192,63,45.55,655663,5.67,1994,93.31%,92.79%,0.51%,2.48%,4.21%,Yes,No,Yes,JAJMBR000000000,SRR16988781,,New Y1000+, ,
yHMPu5000034578_zygoascus_hellenicus_180604,yHMPu5000034578,Zygoascus_hellenicus,Dipodascales,Zygoascus hellenicus,NRRL Y-7136,NRRL Y-7136,CBS 5839,NA,NA,12226089,144,43.75,444469,0.33,2004,93.78%,93.21%,0.56%,2.11%,4.12%,Yes,Yes,Yes,JAJLWE000000000,SRR16974247,,New Y1000+, ,
yHMPu5000040907_zygoascus_polysorbophila_201018,yHMPu5000040907,Zygoascus_polysorbophila,Dipodascales,Zygoascus polysorbophila,NRRL Y-27161,NRRL Y-27161,CBS 7317,NA,NA,12296180,56,48.39,842550,7.47,1980,92.65%,92.14%,0.51%,3.28%,4.07%,Yes,No,Yes,JAJMJP000000000,SRR16988953,,New Y1000+, ,
yHMPu5000040906_zygoascus_tannicolus_201018,yHMPu5000040906,Zygoascus_tannicola,Dipodascales,Zygoascus tannicola,NRRL Y-17392,NRRL Y-17392,CBS 6065,NA,NA,11133701,69,40.91,675919,8.23,2003,93.73%,93.40%,0.33%,2.11%,4.16%,Yes,No,Yes,JAJMJQ000000000,SRR16988954,,New Y1000+, ,
yHDO565_zygosaccharomyces_gambellarensis_180604,yHDO565,Zygosaccharomyces_gambellarensis,Saccharomycetales,Zygosaccharomyces gambellarensis,CBS 12191,NA,CBS 12191,NA,yHDO565,9918755,125,38.99,468129,115.94,2131,99.72%,99.53%,0.19%,0.14%,0.14%,Yes,No,Yes,JAJLXU000000000,SRR16974472,,New Y1000+, ,
yHMPu5000034864_zygosaccharomyces_lentus_170307,yHMPu5000034864,Zygosaccharomyces_lentus,Saccharomycetales,Zygosaccharomyces lentus,NRRL Y-27276,NRRL Y-27276,CBS 8574,NA,NA,10214768,180,45.22,170809,22.52,2126,99.49%,99.39%,0.09%,0.37%,0.14%,Yes,No,Yes,JAJLTM000000000,SRR16974706,,New Y1000+, ,
yHDO572_zygosaccharomyces_mellis_180604,yHDO572,Zygosaccharomyces_mellis,Saccharomycetales,Zygosaccharomyces mellis,NRRL Y-12628,NRRL Y-12628,CBS 736,NA,yHDO572,9603576,86,38.73,435610,23.95,2128,99.58%,99.34%,0.23%,0.23%,0.19%,Yes,No,Yes,JAKTTB000000000,SRR16974417,,New Y1000+, ,
yHMPu5000037834_zygosaccharomyces_parabailii_190924.haplomerger2,yHMPu5000037834,Zygosaccharomyces_parabailii,Saccharomycetales,Zygosaccharomyces parabailii,CBS 12809,NA,CBS 12809,NA,NA,10768491,181,42.36,217659,28.79,2122,99.30%,98.92%,0.37%,0.42%,0.28%,Yes,No,Yes,JAJMAZ000000000,SRR16988758,,New Y1000+, ,
yHMPu5000035627_zygosaccharomyces_pseudobailii_201018.haplomerger2,yHMPu5000035627,Zygosaccharomyces_pseudobailii,Saccharomycetales,Zygosaccharomyces pseudobailii,CBS 2856,NA,CBS 2856,ATCC 56074,NA,14695099,3444,42.44,7278,6.2,1958,91.62%,68.18%,23.44%,5.24%,3.14%,Yes,No,Yes,JAJMEH000000000,SRR16988860,,New Y1000+, ,
yHMPu5000037836_zygosaccharomyces_pseudorouxii_201018.haplomerger2,yHMPu5000037836,Zygosaccharomyces_pseudorouxii,Saccharomycetales,Zygosaccharomyces pseudorouxii,NRRL Y-63794,NRRL Y-63794,CBS 9951,NCYC 3042,NA,10017212,220,39.87,314261,46.92,2126,99.49%,98.97%,0.51%,0.33%,0.19%,Yes,No,Yes,JAJMAY000000000,SRR16988757,,New Y1000+, ,
yHDO603_zygosaccharomyces_sapae_190924.haplomerger2,yHDO603,Zygosaccharomyces_sapae,Saccharomycetales,Zygosaccharomyces sapae,CBS 12607,NA,CBS 12607,NA,yHDO603,13618073,222,39.22,338471,19.09,2133,99.81%,66.07%,33.74%,0.09%,0.09%,Yes,No,Yes,JAKTSV000000000,SRR16974501,,New Y1000+, ,
yHMPu5000035626_zygosaccharomyces_siamensis_190924,yHMPu5000035626,Zygosaccharomyces_siamensis,Saccharomycetales,Zygosaccharomyces siamensis,CBS 12273,NA,CBS 12273,NA,NA,9643279,198,38.92,122402,88.14,2123,99.34%,99.16%,0.19%,0.42%,0.23%,Yes,No,Yes,JAJMEI000000000,SRR16988899,,New Y1000+, ,
yHMPu5000037204_zygotorulaspora_chibaensis_210210,yHMPu5000037204,Zygotorulaspora_chibaensis,Saccharomycetales,Zygotorulaspora chibaensis,CBS 15364,NA,CBS 15364,NA,NA,10874240,142,41.58,655227,6.15,2129,99.63%,99.53%,0.09%,0.14%,0.23%,Yes,No,Yes,JAJMCM000000000,SRR16988812,,New Y1000+, ,
yHMPu5000037205_zygotorulaspora_danielsina_210210,yHMPu5000037205,Zygotorulaspora_danielsina,Saccharomycetales,Zygotorulaspora danielsina,CBS 15365,NA,CBS 15365,NA,NA,10517112,203,40.38,858518,26.14,2127,99.53%,99.39%,0.14%,0.09%,0.37%,Yes,No,Yes,JAJMCL000000000,SRR16988811,,New Y1000+, ,
yHDO592_zygotorulaspora_sp_190924,yHDO592,Zygotorulaspora_sp._yHDO592,Saccharomycetales,Zygotorulaspora sp.,UFMG-CM-Y6047,NA,CBS 16105,UFMG-CM-Y6047,yHDO592,10629834,130,37.1,379747,5.64,2130,99.67%,99.58%,0.09%,0.09%,0.23%,Novel sp.,No,Yes,JAJLXM000000000,SRR16974507,,New Y1000+, ,
yHMH446_Pichia_sp_nov_plate33_SPADES,yHMH446,Pichia_galeolata,Pichiales,Pichia galeolata,yHMH446,NA,NA,NA,yHMH446,10469187,340,35.71,74486,0.7,2019,94.48%,94.34%,0.14%,1.36%,4.16%,Novel sp.,No,Yes,JANIWQ000000000,SRR16974481,200,"Opulente DA, Langdon QK, Jarzyna M, Buh KV, Haase MAB, Groenewald M, Hittinger CT. Taxogenomic analysis of a novel yeast species isolated from soil, Pichia galeolata sp. nov. Yeast 40 (2023).", ,
ogataea_parapolymorpha,ogataea_parapolymorpha,Ogataea_parapolymorpha_DL-1,Pichiales,Ogataea parapolymorpha,DL-1,NA,NA,DL-1,NA,8874589,7,47.86,1293628,47.33,2099,98.22%,98.13%,0.09%,0.84%,0.94%,Not Type,No,No,GCF_000187245.1,N/A,,"Ravin NV, et al. Genbank Accession IDs: CM002300.1-CM002306.1 (2013).", ,
candida_orthopsilosis,candida_orthopsilosis,Candida_orthopsilosis_90-125,Serinales,Candida orthopsilosis,90–125,NA,NA,90–125,NA,12659401,8,37.46,1644167,1400.29,2111,98.78%,98.69%,0.09%,0.61%,0.61%,Not Type,No,No,GCF_000315875.1,N/A,178,"Riccombeni A, et al. Sequence and analysis of the genome of the pathogenic yeast Candida orthopsilosis. PLoS ONE 7, e35750 (2012).", ,
nadsonia_fulvescens,nadsonia_fulvescens,Nadsonia_fulvescens_var._elongata,Dipodascales,Nadsonia fulvescens var. elongata,DSMZ 6958,NA,NA,"DSMZ 6958, JCM 1632",NA,13746944,20,39.25,1627684,465,2023,94.67%,91.06%,3.60%,2.53%,2.81%,Not Type,No,No,GCA_001661315.1,N/A,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016).", ,
hansenula_polymorpha,hansenula_polymorpha,Ogataea_polymorpha_NCYC_495,Pichiales,Ogataea polymorpha,NCYC 495 leu1.1,NRRL Y-1798,CBS 1976,"JCM 3620, NCYC 495 leu1.1",NA,8974850,7,47.86,1302532,5.37,2105,98.50%,98.41%,0.09%,0.66%,0.84%,Yes,No,No,GCA_001664045.1,N/A,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016).", ,
saccharomyces_kudriavzevii,saccharomyces_kudriavzevii,Saccharomyces_kudriavzevii,Saccharomycetales,Saccharomyces kudriavzevii,IFO 1802 MATα hoΔ::natMX,NA,CBS 8840,IFO 1802 MATα hoΔ::natMX,NA,11305202,16,39.78,883140,91.75,2127,99.53%,97.38%,2.15%,0.14%,0.33%,Yes,No,No,SSS,N/A,182,"Scannell DR, et al. The Awesome Power of Yeast Evolutionary Genetics: New Genome Sequences and Strain Resources for the Saccharomyces sensu stricto Genus. G3 (Bethesda) 1, 11–25 (2011).", ,
saccharomyces_mikatae,saccharomyces_mikatae,Saccharomyces_mikatae,Saccharomycetales,Saccharomyces mikatae,IFO 1815,NA,CBS 8839,IFO 1815,NA,11450123,16,37.89,800826,40.63,2129,99.63%,97.71%,1.92%,0.09%,0.28%,Yes,No,No,SSS,N/A,182,"Scannell DR, et al. The Awesome Power of Yeast Evolutionary Genetics: New Genome Sequences and Strain Resources for the Saccharomyces sensu stricto Genus. G3 (Bethesda) 1, 11–25 (2011).", ,
saccharomyces_uvarum,saccharomyces_uvarum,Saccharomyces_uvarum,Saccharomycetales,Saccharomyces uvarum,JRY9189,NA,CBS 7001,JRY9189,NA,11502913,16,40.23,907341,307.15,2124,99.39%,97.01%,2.39%,0.19%,0.42%,Not Type,No,No,SSS,N/A,182,"Scannell DR, et al. The Awesome Power of Yeast Evolutionary Genetics: New Genome Sequences and Strain Resources for the Saccharomyces sensu stricto Genus. G3 (Bethesda) 1, 11–25 (2011).", ,
alloascoidea_hylecoeti,alloascoidea_hylecoeti,Alloascoidea_hylecoeti_JCM_7604,Alloascoideales,Alloascoidea hylecoeti,JCM 7604,NRRL Y-17703,NA,JCM 7604,NA,24798786,126,31.57,949999,1544.41,2028,94.90%,84.89%,10.01%,2.20%,2.90%,Not Type,Yes,Yes,GCA_001600815.1,N/A,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035040_ambrosiozyma_maleeae_160519,yHMPu5000035040,Ambrosiozyma_maleeae,Pichiales,Ambrosiozyma maleeae,NRRL Y-63635,NRRL Y-63635,CBS 11900,NA,NA,12698023,67,43.77,668977,0,2101,98.32%,98.08%,0.23%,0.37%,1.31%,Yes,No,Yes,PPLV00000000,SRR16974648,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034946_ambrosiozyma_oregonensis_160519,yHMPu5000034946,Ambrosiozyma_oregonensis,Pichiales,Ambrosiozyma oregonensis,NRRL Y-6106,NRRL Y-6106,CBS 5560,NA,NA,15108411,348,30.96,334567,0.07,2101,98.32%,97.80%,0.51%,0.56%,1.12%,Yes,No,Yes,PPKY00000000,SRR16974434,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000026137_ambrosiozyma_ambrosiae_160519,yHMPu5000026137,Ambrosiozyma_ambrosiae,Pichiales,Ambrosiozyma ambrosiae,NRRL Y-7524,NRRL Y-7524,CBS 6003,NA,NA,14791786,108,32.52,366569,10.14,2097,98.13%,97.80%,0.33%,0.66%,1.22%,Yes,No,Yes,PPHU00000000,SRR16974531,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519,yHMPu5000035041,Ambrosiozyma_pseudovanderkliftii,Pichiales,Ambrosiozyma pseudovanderkliftii,NRRL Y-63632,NRRL Y-63632,CBS 10904,NA,NA,14376159,199,35.61,239702,4.45,2098,98.18%,97.71%,0.47%,0.51%,1.31%,Yes,No,Yes,PPLW00000000,SRR16974646,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000026145_ambrosiozyma_vanderkliftii_160519,yHMPu5000026145,Ambrosiozyma_vanderkliftii,Pichiales,Ambrosiozyma vanderkliftii,NRRL Y-63633,NRRL Y-63633,CBS 10905,NA,NA,14491520,297,35.39,115710,85.57,2095,98.03%,97.61%,0.42%,0.61%,1.36%,Yes,No,Yes,PPHW00000000,SRR16974528,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035044_barnettozyma_californica_160519,yHMPu5000035044,Barnettozyma_californica,Phaffomycetales,Barnettozyma californica,NRRL Y-17395,NRRL Y-17395,CBS 252,NA,NA,11810987,143,41.6,449699,55.88,2103,98.41%,98.27%,0.14%,0.70%,0.89%,Yes,No,Yes,PPLX00000000,SRR16974616,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035045_barnettozyma_hawaiiensis_160613,yHMPu5000035045,Barnettozyma_hawaiiensis,Phaffomycetales,Barnettozyma hawaiiensis,NRRL Y-27270,NRRL Y-27270,CBS 8760,NA,NA,10557228,122,43.38,233890,11.37,2099,98.22%,98.13%,0.09%,0.80%,0.98%,Yes,No,Yes,PPLY00000000,SRR16974615,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035046_barnettozyma_populi_160613,yHMPu5000035046,Barnettozyma_populi,Phaffomycetales,Barnettozyma populi,NRRL Y-12728,NRRL Y-12728,CBS 8094,NA,NA,11406757,121,43.33,390696,1,2103,98.41%,98.27%,0.14%,0.56%,1.03%,Yes,Yes,Yes,PPLZ00000000,SRR16974614,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000035047_barnettozyma_pratensis_160519,yHMPu5000035047,Barnettozyma_pratensis,Phaffomycetales,Barnettozyma pratensis,NRRL Y-12696,NRRL Y-12696,CBS 7079,NA,NA,12547507,217,38.09,264426,13.55,2112,98.83%,98.64%,0.19%,0.42%,0.75%,Yes,No,Yes,PPMA00000000,SRR16974613,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034681_blastobotrys_americana_160519,yHMPu5000034681,Blastobotrys_americanus,Dipodascales,Blastobotrys americanus,NRRL Y-6844,NRRL Y-6844,CBS 10337,NA,NA,12567882,77,43.8,330016,30.24,1990,93.12%,92.79%,0.33%,2.99%,3.88%,Yes,No,Yes,PPJN00000000,SRR16974306,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034675_blastobotrys_mokoenaii_160519,yHMPu5000034675,Blastobotrys_mokoenaii,Dipodascales,Blastobotrys mokoenaii,NRRL Y-27120,NRRL Y-27120,CBS 8435,NA,NA,13689868,333,48.92,249261,0,2017,94.38%,93.73%,0.66%,2.53%,3.09%,Yes,No,Yes,PPJM00000000,SRR16974312,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034674_blastobotrys_muscicola_160519,yHMPu5000034674,Blastobotrys_muscicola,Dipodascales,Blastobotrys muscicola,NRRL Y-7993,NRRL Y-7993,CBS 10338,NA,NA,14622342,456,50.34,235751,4,2019,94.48%,93.96%,0.51%,1.97%,3.56%,Yes,No,Yes,PPJL00000000,SRR16974313,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034671_blastobotrys_peoriensis_160519,yHMPu5000034671,Blastobotrys_peoriensis,Dipodascales,Blastobotrys peoriensis,NRRL YB-2290,NRRL YB-2290,CBS 10340,NA,NA,14073952,199,51.91,128293,0.45,1980,92.65%,92.28%,0.37%,3.51%,3.84%,Yes,No,Yes,PPJJ00000000,SRR16974344,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
yHMPu5000034670_blastobotrys_proliferans_160519,yHMPu5000034670,Blastobotrys_proliferans,Dipodascales,Blastobotrys proliferans,NRRL Y-17577,NRRL Y-17577,CBS 522.75,NA,NA,14614867,181,44.61,172408,2.42,2024,94.71%,93.92%,0.80%,2.39%,2.90%,Yes,No,Yes,PPJI00000000,SRR16974345,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210.", ,
